ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	inc	sig	time	external_gene_name	description	chromosome_name	start_position	end_position
1203	ENSDARG00000095941	0.621740507674086	1.66715330392492	0.585548449293738	2.84716543257141	0.00441104330338425	0.0911757100273909	FALSE	TRUE	all	CT573247.1		1	31519239	31520972
1204	ENSDARG00000096172	41.4674842403072	-0.405902832200812	0.144742327812101	-2.80431328096187	0.00504238841656803	0.0983988095965494	FALSE	TRUE	all	znf1113	zinc finger protein 1113 [Source:ZFIN;Acc:ZDB-GENE-110913-161]	4	48802365	48826449
1205	ENSDARG00000096214	15.3234482740307	0.390765223064966	0.119832848182474	3.26091909682338	0.00111051720850356	0.0362280292610536	FALSE	TRUE	all	si:ch211-197k17.3	si:ch211-197k17.3 [Source:ZFIN;Acc:ZDB-GENE-110914-193]	1	54758575	54765262
1206	ENSDARG00000096338	0.74839426261256	1.5138108875817	0.507539650372359	2.98264556566386	0.0028576871896477	0.0670032869613031	FALSE	TRUE	all	CR792438.1		3	28695762	28698856
1207	ENSDARG00000096358	4.1179072986863	1.54834526377782	0.392453214492127	3.94529897221386	7.9700473162584e-05	0.00539865493327946	FALSE	TRUE	all	BX957344.1		19	20831079	20853300
1208	ENSDARG00000096382	7.71966439015708	0.647477806226577	0.165602912852712	3.90982136167163	9.23644017632196e-05	0.0059916780481491	FALSE	TRUE	all	neu3.1	sialidase 3 (membrane sialidase), tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-061201-39]	21	21791343	21794771
1209	ENSDARG00000096461	76.7630529056241	-0.34658600861118	0.119503730825057	-2.90021078185879	0.00372911799588309	0.0812924434309409	FALSE	TRUE	all	CR382294.1		4	41212032	41226672
1210	ENSDARG00000096497	18.0374238928609	-0.682445537338075	0.215377457258992	-3.16860244346478	0.00153173757275319	0.045072467564945	FALSE	TRUE	all	si:dkey-22h13.3	si:dkey-22h13.3 [Source:ZFIN;Acc:ZDB-GENE-120703-47]	4	40402017	40407853
1211	ENSDARG00000096554	321.593282133534	-0.172673423844806	0.0528914943677036	-3.26467281571539	0.00109590586884222	0.0358882342593407	FALSE	TRUE	all	si:dkey-25o16.4	si:dkey-25o16.4 [Source:ZFIN;Acc:ZDB-GENE-030131-969]	1	26676758	26700439
1212	ENSDARG00000096675	17.2567161021165	0.71945440297271	0.172882599785683	4.16152003651377	3.16136254033864e-05	0.00275018844046593	FALSE	TRUE	all	BX004780.1		20	37375914	37429416
1213	ENSDARG00000096689	340.224694629395	-0.206874623057723	0.0501412361064868	-4.12583811492752	3.69387045051217e-05	0.00303386271560448	FALSE	TRUE	all	si:dkey-66i24.9	si:dkey-66i24.9 [Source:ZFIN;Acc:ZDB-GENE-130531-63]	3	31093455	31097530
1214	ENSDARG00000096777	6.98723515298893	0.761820663012808	0.195512226213673	3.89653720264135	9.75778245795948e-05	0.00622394300999354	FALSE	TRUE	all	CCDC189	si:ch73-81k8.2 [Source:ZFIN;Acc:ZDB-GENE-130531-20]	12	28899760	28910434
1215	ENSDARG00000096884	21.2869654462853	0.598894539721679	0.194732805525422	3.07546814264684	0.00210172379716141	0.0544440046713658	FALSE	TRUE	all	AL953866.1		21	15911517	15966900
1216	ENSDARG00000096962	42.8723830903755	-0.227441486405027	0.0768306450243249	-2.96029645895876	0.00307343134262931	0.0704081919658255	FALSE	TRUE	all	CT025690.1	zinc finger and SCAN domain-containing protein 5B-like [Source:NCBI gene;Acc:100150229]	5	38250988	38255744
1217	ENSDARG00000096988	27.9948453498476	0.396555802747645	0.131166661883772	3.02329720869956	0.00250036546146937	0.0613556287447558	FALSE	TRUE	all	CR589944.1		11	17956888	17963453
1218	ENSDARG00000096989	6.8985285764162	-0.750567994272249	0.234699088413827	-3.19800131881565	0.00138383647509004	0.0419128346712465	FALSE	TRUE	all	fam110c	family with sequence similarity 110 member C [Source:ZFIN;Acc:ZDB-GENE-131121-63]	23	35486037	35491587
1219	ENSDARG00000097082	4.70016509317615	-0.682933971254566	0.241769651201359	-2.82472993554423	0.00473204820158724	0.094929918124514	FALSE	TRUE	all	im:7152348	im:7152348 [Source:ZFIN;Acc:ZDB-GENE-041111-308]	6	27884372	27891961
1220	ENSDARG00000097111	153.629863280126	0.910595275224732	0.294918403707959	3.08761767246796	0.00201767871857318	0.0532548943441928	FALSE	TRUE	all	CR762407.2		23	37227206	37432838
1221	ENSDARG00000097158	10.8970804677975	0.545784694869854	0.183356733647982	2.97662749554473	0.00291437875936107	0.0679332444533872	FALSE	TRUE	all	BX294100.1		12	39444747	39447630
1222	ENSDARG00000097187	5.09560005441028	0.786171607200225	0.207869623873426	3.78204180365926	0.000155547231625539	0.00888273301256276	FALSE	TRUE	all	si:ch211-153l6.6	si:ch211-153l6.6 [Source:ZFIN;Acc:ZDB-GENE-131121-98]	2	20430366	20443258
1223	ENSDARG00000097203	4.18028223933796	1.32713989431884	0.298164452868705	4.45103325212025	8.54581064750975e-06	0.000982064865562592	FALSE	TRUE	all	si:ch211-176l24.4	si:ch211-176l24.4 [Source:ZFIN;Acc:ZDB-GENE-131126-55]	25	17848923	17852944
1224	ENSDARG00000097269	14.0259351353778	0.476367729379219	0.158086518799444	3.01333556458134	0.00258393028705743	0.0627445680574599	FALSE	TRUE	all	si:ch211-222n22.1	si:ch211-222n22.1 [Source:ZFIN;Acc:ZDB-GENE-131121-417]	3	41531279	41535761
1225	ENSDARG00000097289	4.29526904961894	1.1755147513999	0.21051469957985	5.58400317766893	2.35044407136006e-08	7.29290563252553e-06	FALSE	TRUE	all	BX629344.1		15	34881013	34885624
1226	ENSDARG00000097316	10.8068392503828	0.782480234380936	0.193429219764461	4.04530523017032	5.22549953033527e-05	0.00396758266449805	FALSE	TRUE	all	CT027805.1		15	25718974	25760634
1227	ENSDARG00000097318	2.60417240139261	1.24426260668468	0.43656299266664	2.85013303368752	0.0043700946374522	0.0910029028716277	FALSE	TRUE	all	BX649242.1		17	36673484	36675877
1228	ENSDARG00000097406	30.1259063124891	1.04891011345521	0.221231243627753	4.74123860741893	2.1241558604969e-06	0.000320632715699329	FALSE	TRUE	all	si:dkey-81e3.2	si:dkey-81e3.2 [Source:ZFIN;Acc:ZDB-GENE-131119-24]	25	21517551	21523943
1229	ENSDARG00000097443	4.35721809729125	0.922652156030114	0.272978887154209	3.37993961968531	0.000725017556635862	0.0269230256237453	FALSE	TRUE	all	NA	NA	NA	NA	NA
1230	ENSDARG00000097504	237.21186012419	-0.440566218860748	0.11086507548655	-3.97389544838399	7.07066101065447e-05	0.00495137304736342	FALSE	TRUE	all	CR626907.3	alpha-2-macroglobulin-like [Source:NCBI gene;Acc:100006868]	15	21180094	21198286
1231	ENSDARG00000097640	3.42069247034986	0.945071662671192	0.276358182108072	3.41973469163151	0.000626822365393342	0.024344943746327	FALSE	TRUE	all	BX120006.3		3	25682884	25701218
1232	ENSDARG00000097734	1.2650230082176	1.2124941441811	0.407412588274708	2.97608414436999	0.00291954744073231	0.0679442699758817	FALSE	TRUE	all	BX957346.3		25	2672491	2685982
1233	ENSDARG00000097776	21.5332997200631	0.716083211820739	0.236768219422809	3.02440595096081	0.00249121914313983	0.0612915819953256	FALSE	TRUE	all	si:ch1073-80i24.3	si:ch1073-80i24.3 [Source:ZFIN;Acc:ZDB-GENE-131121-622]	17	48943204	48944465
1234	ENSDARG00000097893	7.90998137888517	0.906205216109538	0.285939536970889	3.16921970885684	0.00152848804671595	0.0450242918824293	FALSE	TRUE	all	NA	NA	NA	NA	NA
1235	ENSDARG00000097948	9.64167552013314	0.696717836698256	0.191163371017558	3.6446199551182	0.000267787215669855	0.0131654190098252	FALSE	TRUE	all	BX901883.3		3	29835271	29863580
1236	ENSDARG00000098000	4.95394735827906	1.24564073616523	0.254773691722022	4.88920472025942	1.01244163700392e-06	0.000173450507443771	FALSE	TRUE	all	BX640549.1	uncharacterized LOC108182894 [Source:NCBI gene;Acc:108182894]	3	37634574	37649389
1237	ENSDARG00000098075	57.2015351064019	0.237169998682132	0.0797952051196533	2.97223371161831	0.002956415429204	0.068569685100101	FALSE	TRUE	all	sh3bgrl3	SH3 domain binding glutamate-rich protein like 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1059]	19	13939750	13950231
1238	ENSDARG00000098080	390.266123980114	-0.2074810618605	0.0563104903739373	-3.68458986030302	0.000229071200927802	0.0117372720842365	FALSE	TRUE	all	gnl2	guanine nucleotide binding protein-like 2 (nucleolar) [Source:ZFIN;Acc:ZDB-GENE-040426-2317]	16	33902006	33925877
1239	ENSDARG00000098096	53.771887623353	-0.267209371573429	0.0849700618693697	-3.14474728739433	0.00166230356028128	0.0472226113131788	FALSE	TRUE	all	slc12a1	solute carrier family 12 (sodium/potassium/chloride transporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-080130-3]	18	5273953	5300028
1240	ENSDARG00000098186	16.144254735313	0.401161922499031	0.136669629426649	2.93526750736041	0.00333260246031011	0.0749298902609982	FALSE	TRUE	all	TMEM19	transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]	KN149790.1	106986	114723
1241	ENSDARG00000098261	9.02503961173796	0.730698956977505	0.174473029999153	4.18803385819031	2.81381545532529e-05	0.00253391295078875	FALSE	TRUE	all	NA	NA	NA	NA	NA
1242	ENSDARG00000098286	13.1214691927592	0.496222063585832	0.13711300820166	3.61907356635346	0.0002956595862705	0.0141447449350168	FALSE	TRUE	all	CU695232.1	zinc transporter ZIP9-B-like [Source:NCBI gene;Acc:571446]	13	46803979	46818627
1243	ENSDARG00000098367	310.830601926395	-0.133794169144815	0.0428057466509511	-3.12561232107002	0.00177435295275676	0.0489612709542811	FALSE	TRUE	all	srp54	signal recognition particle 54 [Source:ZFIN;Acc:ZDB-GENE-040426-818]	17	10074360	10090026
1244	ENSDARG00000098378	94.379324537214	0.347696144139141	0.087403544078693	3.97805544162026	6.94811729009529e-05	0.00492438769224458	FALSE	TRUE	all	CU694197.1		7	73924257	73942078
1245	ENSDARG00000098387	89.0331528563726	0.258772537654582	0.0914746109676106	2.82890011684454	0.00467082740728887	0.0944172213265978	FALSE	TRUE	all	tmem176l.3a	transmembrane protein 176l.3a [Source:ZFIN;Acc:ZDB-GENE-080829-13]	16	46596206	46619967
1246	ENSDARG00000098443	131.528909737633	-0.228861940938797	0.0525668901331249	-4.35372799036062	1.33841761291285e-05	0.00139460118808176	FALSE	TRUE	all	zfand6	zinc finger, AN1-type domain 6 [Source:ZFIN;Acc:ZDB-GENE-030131-8405]	7	10562118	10583151
1247	ENSDARG00000098451	25.7830035861951	0.555754624713541	0.151942074082297	3.65767433457915	0.000254514142443536	0.0127006680261327	FALSE	TRUE	all	tmem56a	transmembrane protein 56a [Source:ZFIN;Acc:ZDB-GENE-090402-1]	24	31098534	31140356
1248	ENSDARG00000098540	41.4333973114762	0.50654157696102	0.094522662882273	5.35894315199215	8.37101878961369e-08	2.14264699566116e-05	FALSE	TRUE	all	zc3h7ba	zinc finger CCCH-type containing 7Ba [Source:ZFIN;Acc:ZDB-GENE-030131-4512]	3	4458390	4501026
1249	ENSDARG00000098544	77.378294188594	0.562465384617125	0.136640170255668	4.11639844684541	3.84838779183706e-05	0.00310596037823843	FALSE	TRUE	all	ncdn	neurochondrin [Source:ZFIN;Acc:ZDB-GENE-061220-6]	19	47460748	47474725
1250	ENSDARG00000098589	70.3288157794675	0.335727123667007	0.0953126888357329	3.52237595820655	0.000427697137841795	0.018658419421589	FALSE	TRUE	all	cyb5a	cytochrome b5 type A (microsomal) [Source:ZFIN;Acc:ZDB-GENE-040426-2148]	24	2836307	2843107
1251	ENSDARG00000098608	29.8858020434683	0.839099316693595	0.103874604918837	8.07800248529683	6.58362653275859e-16	1.14904856829552e-12	TRUE	TRUE	all	AL840638.1		11	6322998	6324302
1252	ENSDARG00000098622	195.460429273987	-0.29430807813484	0.0702012739838078	-4.19234668309187	2.7608366035012e-05	0.00251051824936227	FALSE	TRUE	all	ccne1	cyclin E1 [Source:ZFIN;Acc:ZDB-GENE-980526-168]	7	46019780	46029879
1253	ENSDARG00000098679	169.17732000999	0.247552419277852	0.071419404128675	3.46617872688831	0.000527912227409785	0.0214765265474419	FALSE	TRUE	all	nup85	nucleoporin 85 [Source:ZFIN;Acc:ZDB-GENE-040801-145]	3	6443992	6488261
1254	ENSDARG00000098689	28.4196599055134	-0.403401682636834	0.141909465281076	-2.84266931622799	0.00447374612553198	0.0919080367809907	FALSE	TRUE	all	ptpn23b	protein tyrosine phosphatase, non-receptor type 23, b [Source:ZFIN;Acc:ZDB-GENE-060503-179]	19	19241372	19270755
1255	ENSDARG00000098733	74.0385830205264	0.592653539303835	0.0915605862165342	6.47280193141459	9.62020262749361e-11	5.0687577051464e-08	TRUE	TRUE	all	pxdn	peroxidasin [Source:ZFIN;Acc:ZDB-GENE-140415-2]	17	51517750	51612088
1256	ENSDARG00000098789	66.1874000462783	-0.534604067055663	0.188281569898522	-2.83938607131754	0.00452004326420351	0.0924704821632842	FALSE	TRUE	all	NA	NA	NA	NA	NA
1257	ENSDARG00000098834	21.315167721082	0.410896260078986	0.120772697314706	3.4022280632541	0.00066838835696807	0.0254634991382447	FALSE	TRUE	all	sox4b	SRY (sex determining region Y)-box 4b [Source:ZFIN;Acc:ZDB-GENE-040426-1274]	16	68069	71108
1258	ENSDARG00000098845	186.541150577397	-0.314691437585264	0.0642812563242442	-4.8955396266357	9.80363335088672e-07	0.00017218016435441	FALSE	TRUE	all	lrp12	low density lipoprotein receptor-related protein 12 [Source:ZFIN;Acc:ZDB-GENE-060503-399]	19	13375838	13397295
1259	ENSDARG00000098855	14.3593654514936	0.783254381505199	0.127931394222564	6.12245638582319	9.21436434415892e-10	4.02048631735372e-07	FALSE	TRUE	all	oxsm	3-oxoacyl-ACP synthase, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-170215-2]	19	1406262	1411409
1260	ENSDARG00000098892	24.4826075203787	-0.371571689250203	0.114747616851698	-3.23816476058433	0.00120301312530519	0.0378738912335371	FALSE	TRUE	all	si:ch211-223a21.1	si:ch211-223a21.1 [Source:ZFIN;Acc:ZDB-GENE-110913-137]	4	64338860	64350388
1261	ENSDARG00000098897	491.519814332756	-0.167137967017858	0.0374019814211764	-4.46869285174359	7.86990400902411e-06	0.00092339104811764	FALSE	TRUE	all	pds5b	PDS5 cohesin associated factor B [Source:ZFIN;Acc:ZDB-GENE-091217-2]	15	33744549	33807758
1262	ENSDARG00000098904	18.325658224608	0.345967570494368	0.109695783733384	3.15388211579073	0.00161114152324022	0.0467465657051251	FALSE	TRUE	all	pex1	peroxisomal biogenesis factor 1 [Source:ZFIN;Acc:ZDB-GENE-070530-1]	19	33850705	33876245
1263	ENSDARG00000098946	192.29803763366	0.254022817314019	0.0587024337830532	4.32729617740914	1.50950921701275e-05	0.00154406757820809	FALSE	TRUE	all	pald1a	phosphatase domain containing paladin 1a [Source:ZFIN;Acc:ZDB-GENE-030804-26]	12	48094278	48199227
1264	ENSDARG00000098990	18.7206039347714	0.496913951148931	0.130457422851383	3.80901247539603	0.000139522918934524	0.00821978377900121	FALSE	TRUE	all	zgc:162858	zgc:162858 [Source:ZFIN;Acc:ZDB-GENE-030131-7909]	23	46208304	46217134
1265	ENSDARG00000099009	14.8138442802002	0.756458157465543	0.132006969841548	5.73044103939016	1.00169841979261e-08	3.37017209309744e-06	FALSE	TRUE	all	si:dkey-50i6.6	si:dkey-50i6.6 [Source:ZFIN;Acc:ZDB-GENE-081104-420]	21	2235947	2238277
1266	ENSDARG00000099044	279.433848715276	0.6759845746717	0.198386678723591	3.40740910136178	0.000655827486947175	0.0251565694684064	FALSE	TRUE	all	BX548000.1		11	29566746	29571528
1267	ENSDARG00000099065	19.8666402782197	0.571721789937072	0.184729801541368	3.09490826692109	0.00196873776279569	0.0523885887657521	FALSE	TRUE	all	BX323051.1		7	47226092	47243579
1268	ENSDARG00000099084	87.0425771491999	-0.318095280478713	0.0976145117447026	-3.258688434673	0.00111928516787413	0.0364289490826167	FALSE	TRUE	all	pcif1	PDX1 C-terminal inhibiting factor 1 [Source:ZFIN;Acc:ZDB-GENE-120920-2]	6	55327909	55354004
1269	ENSDARG00000099154	47.5785737506578	0.369209863738594	0.132051693014726	2.79594949000328	0.00517474871863453	0.0997887442128091	FALSE	TRUE	all	CABZ01032488.1	wu:fb14d09 [Source:NCBI gene;Acc:100536795]	KN149764.1	4168	17479
1270	ENSDARG00000099156	160.973735415304	-0.169152442745443	0.0504350951640751	-3.35386385601449	0.00079691562229326	0.0289387109915985	FALSE	TRUE	all	katnal1	katanin p60 subunit A-like 1 [Source:ZFIN;Acc:ZDB-GENE-041114-141]	10	36037977	36063414
1271	ENSDARG00000099177	11.6838744474326	0.517752703165792	0.152042434822863	3.40531709959131	0.000660872662578977	0.0252806426061889	FALSE	TRUE	all	dok1b	docking protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2063]	7	59212666	59245950
1272	ENSDARG00000099194	548.581143715742	-0.258702748829554	0.0609919703249881	-4.24158700647132	2.21944817700933e-05	0.00212925916951013	FALSE	TRUE	all	CABZ01058261.1	inner centromere protein [Source:NCBI gene;Acc:572121]	25	3648497	3672560
1273	ENSDARG00000099279	10.9073872880631	0.548241261331978	0.142755319784159	3.8404261372599	0.00012282092338651	0.00742375386486645	FALSE	TRUE	all	ift27	intraflagellar transport 27 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-041212-9]	KN149779.1	7696	14269
1274	ENSDARG00000099284	7.49657065784825	1.67245354564388	0.427703960546724	3.91030642668358	9.21791071308975e-05	0.0059916780481491	FALSE	TRUE	all	si:dkey-228b2.6	si:dkey-228b2.6 [Source:ZFIN;Acc:ZDB-GENE-141216-225]	21	13147015	13149453
1275	ENSDARG00000099294	58.708405676094	0.202767141230653	0.0635716467193453	3.18958453484498	0.001424774619621	0.0426396203125869	FALSE	TRUE	all	si:ch73-199g24.2	si:ch73-199g24.2 [Source:ZFIN;Acc:ZDB-GENE-081105-181]	8	52550241	52594111
1276	ENSDARG00000099312	137.249898050205	0.210073143691383	0.056009676001891	3.75065807708459	0.0001763710723007	0.00981108006772322	FALSE	TRUE	all	jpt1b	Jupiter microtubule associated homolog 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2784]	3	6380160	6417328
1277	ENSDARG00000099400	30.6430460937372	-0.517268452241355	0.132314568176599	-3.90938397313107	9.25317855735038e-05	0.0059916780481491	FALSE	TRUE	all	NA	NA	NA	NA	NA
1278	ENSDARG00000099439	284.85782747838	0.329756364348171	0.117452377615979	2.80757504480957	0.00499160480186862	0.0977493436831566	FALSE	TRUE	all	serp1	stress-associated endoplasmic reticulum protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8741]	18	3572314	3576434
1279	ENSDARG00000099449	478.435904930373	-0.223750586102084	0.0484356548557854	-4.61954291251536	3.84586336406088e-06	0.000523881631421463	FALSE	TRUE	all	atrxl	alpha thalassemia/mental retardation syndrome X-linked, like [Source:ZFIN;Acc:ZDB-GENE-030131-2019]	5	23045096	23082852
1280	ENSDARG00000099497	28.3389461457439	0.904648133209456	0.217368083388632	4.16182596408156	3.15712930657698e-05	0.00275018844046593	FALSE	TRUE	all	FP016247.1		16	45217307	45273719
1281	ENSDARG00000099519	89.0839435174962	0.41476104293889	0.0790664131103986	5.24572984434957	1.55664860906827e-07	3.68384850917215e-05	FALSE	TRUE	all	zgc:66475	zgc:66475 [Source:ZFIN;Acc:ZDB-GENE-040426-1644]	2	13907452	13940917
1282	ENSDARG00000099614	26.5641838073508	0.477314173925286	0.139215508675264	3.42859914435736	0.000606704893162637	0.0237286192458916	FALSE	TRUE	all	purab	purine-rich element binding protein Ab [Source:ZFIN;Acc:ZDB-GENE-141216-78]	14	8261417	8271686
1283	ENSDARG00000099630	13.2174031690552	0.581868668992235	0.17760834009322	3.27613370344453	0.00105238726938285	0.0349440124821833	FALSE	TRUE	all	BX510915.1		2	14394120	14426577
1284	ENSDARG00000099633	5.39409245189087	-0.791308322825246	0.209772065972714	-3.7722292487131	0.000161795494230226	0.0091645825078683	FALSE	TRUE	all	sec14l7	SEC14-like lipid binding 7 [Source:ZFIN;Acc:ZDB-GENE-141216-145]	10	44924684	44939658
1285	ENSDARG00000099641	90.725242980016	-0.238856795179551	0.0841873231342985	-2.83720620025557	0.004551020994702	0.0929399660040683	FALSE	TRUE	all	NA	NA	NA	NA	NA
1286	ENSDARG00000099705	15.852879031505	0.632783310940009	0.135150431265503	4.68206653145565	2.83997269175493e-06	0.000408795038233281	FALSE	TRUE	all	foxred1	FAD-dependent oxidoreductase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-080204-64]	10	39248911	39273031
1287	ENSDARG00000099718	2.00730416958967	1.27168295488356	0.342449205750104	3.71349366133891	0.000204417587208978	0.0108938189366617	FALSE	TRUE	all	CU929391.3		15	44228917	44230508
1288	ENSDARG00000099722	37.9606785976424	0.290966749687735	0.0865871458562699	3.36039197054404	0.000778319624004677	0.0283741194521287	FALSE	TRUE	all	zgc:153993	zgc:153993 [Source:ZFIN;Acc:ZDB-GENE-060929-176]	7	54475134	54498786
1289	ENSDARG00000099724	70.498212354191	0.24339008712377	0.0777258185975738	3.13139303664236	0.00173979149469408	0.0484383624021258	FALSE	TRUE	all	relt	RELT, TNF receptor [Source:ZFIN;Acc:ZDB-GENE-040426-2361]	18	2600959	2668698
1290	ENSDARG00000099749	52.2497540724256	0.315164183038316	0.0920123315733285	3.42523852672018	0.000614259876627178	0.0239904993773622	FALSE	TRUE	all	ube2d2l	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast), like [Source:ZFIN;Acc:ZDB-GENE-030131-7384]	14	49865082	49896795
1291	ENSDARG00000099802	25.7221716010636	0.508975746388852	0.137026504440891	3.71443282790891	0.000203659956739392	0.0108741955868978	FALSE	TRUE	all	pnp5b	purine nucleoside phosphorylase 5b [Source:ZFIN;Acc:ZDB-GENE-040912-54]	2	58186846	58201173
1292	ENSDARG00000099803	12.7176628179589	-0.428932430848805	0.137262062220074	-3.12491611965651	0.00177855768075736	0.0490288482084396	FALSE	TRUE	all	pik3c2g	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:ZFIN;Acc:ZDB-GENE-170327-2]	18	50924556	50936344
1293	ENSDARG00000099860	5.27935720309345	0.717501842310276	0.239722882978995	2.99304694401304	0.0027620726047251	0.065309803121887	FALSE	TRUE	all	pkmb	pyruvate kinase M1/2b [Source:ZFIN;Acc:ZDB-GENE-040801-230]	25	29160102	29196558
1294	ENSDARG00000099900	61.1657612096443	-0.411943819314075	0.10538750935067	-3.90884860883618	9.27370535748308e-05	0.0059916780481491	FALSE	TRUE	all	twnk	twinkle mtDNA helicase [Source:ZFIN;Acc:ZDB-GENE-030131-5569]	12	33805850	33817804
1295	ENSDARG00000099927	38.7549055239501	0.367160644838091	0.117524209652794	3.12412775140378	0.00178333011032225	0.0490965289580414	FALSE	TRUE	all	dpf1	D4, zinc and double PHD fingers family 1 [Source:ZFIN;Acc:ZDB-GENE-050913-31]	15	14257232	14375571
1296	ENSDARG00000099964	14.9286443008944	0.507857825306236	0.175106554395651	2.90027878773023	0.00372830895611895	0.0812924434309409	FALSE	TRUE	all	BX005073.2		7	47162928	47213393
1297	ENSDARG00000099967	41.6467669509635	0.952104083077811	0.289399650241158	3.28992824381238	0.00100212934894405	0.0338385272905231	FALSE	TRUE	all	CU929143.1		23	44553647	44565769
1298	ENSDARG00000099995	61.1627810053132	0.428595937627742	0.146595191973628	2.9236698138425	0.00345931478336468	0.0769731994625169	FALSE	TRUE	all	apbb2b	amyloid beta (A4) precursor protein-binding, family B, member 2b [Source:ZFIN;Acc:ZDB-GENE-090313-73]	1	19930520	19989584
1299	ENSDARG00000099996	115.508525153505	-0.196631245445904	0.0529765816871503	-3.71166351591155	0.000205901587371408	0.0109305879266364	FALSE	TRUE	all	rhot1a	ras homolog family member T1a [Source:ZFIN;Acc:ZDB-GENE-030131-5354]	3	26288981	26319758
1300	ENSDARG00000099999	771.502795630029	-0.165013432711968	0.0415257571522947	-3.97376096254632	7.07465656543601e-05	0.00495137304736342	FALSE	TRUE	all	tcf3b	transcription factor 3b [Source:ZFIN;Acc:ZDB-GENE-051113-64]	22	20312180	20342260
1301	ENSDARG00000100001	12.9777470968237	-0.486457857991448	0.161880535404136	-3.00504230960815	0.00265543908651288	0.0638150916444684	FALSE	TRUE	all	znf1096	zinc finger protein 1096 [Source:ZFIN;Acc:ZDB-GENE-110913-108]	4	68087932	68273876
1302	ENSDARG00000100019	402.445747401966	-0.206217853166469	0.0411118019542724	-5.01602565112177	5.27512889864317e-07	9.95324151990611e-05	FALSE	TRUE	all	arhgap11a	Rho GTPase activating protein 11A [Source:ZFIN;Acc:ZDB-GENE-040426-2562]	17	92784	114121
1303	ENSDARG00000100056	550.202931152576	-0.132736059297315	0.046804828644247	-2.83594798105581	0.00456898871773205	0.0930627351879413	FALSE	TRUE	all	CABZ01088109.1	SR-related CTD-associated factor 8 [Source:NCBI gene;Acc:326092]	17	48964632	49019651
1304	ENSDARG00000100114	510.5787822892	-0.244046025718696	0.0521949890116852	-4.67566006506986	2.93009627751478e-06	0.000419604813074873	FALSE	TRUE	all	sf3a3	splicing factor 3a, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040908-1]	19	17288529	17304995
1305	ENSDARG00000100119	50.414001364682	0.361970293226369	0.104079226009346	3.47783421442686	0.000505482456463465	0.0207888035298119	FALSE	TRUE	all	caskb	calcium/calmodulin-dependent serine protein kinase b [Source:ZFIN;Acc:ZDB-GENE-030131-4473]	6	59808677	59825093
1306	ENSDARG00000100129	486.660122362778	-0.131331479543354	0.0375400928864269	-3.49843246101394	0.000468001604164123	0.0199855856722029	FALSE	TRUE	all	brd3b	bromodomain containing 3b [Source:ZFIN;Acc:ZDB-GENE-030131-5316]	5	64411516	64454466
1307	ENSDARG00000100231	7.71586014631821	0.604523077093207	0.167101807673594	3.6176932225296	0.000297240413554769	0.014164570901906	FALSE	TRUE	all	ccdc135	coiled-coil domain containing 135 [Source:ZFIN;Acc:ZDB-GENE-120406-10]	25	13731542	13744806
1308	ENSDARG00000100262	34.3956426133647	-0.490121102834468	0.146346900944781	-3.34903643104406	0.000810931320790062	0.0292952873648933	FALSE	TRUE	all	BX936382.1		4	64530121	64542903
1309	ENSDARG00000100317	172.13786660286	-0.171504244175035	0.057895395904809	-2.96231231334906	0.003053378989124	0.0702352621674528	FALSE	TRUE	all	ahsa1b	AHA1, activator of heat shock protein ATPase homolog 1b [Source:ZFIN;Acc:ZDB-GENE-030131-664]	17	43850516	43863700
1310	ENSDARG00000100372	25.7257975204142	0.327452269467503	0.100988145873814	3.24248224020925	0.0011849333319958	0.0375161715373953	FALSE	TRUE	all	alad	aminolevulinate dehydratase [Source:ZFIN;Acc:ZDB-GENE-050417-123]	5	54482325	54497319
1311	ENSDARG00000100400	99.7465461568719	0.486180240616358	0.123973251258794	3.92165435430467	8.79430845007396e-05	0.00579221049863181	FALSE	TRUE	all	FO704610.1	family with sequence similarity 126 member B [Source:NCBI gene;Acc:100534965]	11	31625171	31671413
1312	ENSDARG00000100409	51.5088497210905	0.591072810839222	0.177444598752184	3.33102734597577	0.000865261019261114	0.0305080984379629	FALSE	TRUE	all	camlg	calcium modulating ligand [Source:ZFIN;Acc:ZDB-GENE-040426-2407]	21	45712247	45716176
1313	ENSDARG00000100422	252.706237032798	0.620454504172772	0.149922936761349	4.13848953052745	3.49599822464021e-05	0.00294053465129752	FALSE	TRUE	all	ptpro	protein tyrosine phosphatase, receptor type, O [Source:ZFIN;Acc:ZDB-GENE-070424-54]	4	190547	211714
